emp_id,name,dept,title,hire_date,status,salary,manager_id,location
E1066,Deborah Walker,HR,HR Coordinator,2022-05-25,Active,83700.0,E1061,Columbus HQ
E1067,Karen Lewis,HR,HR Specialist,2016-12-10,Active,70100.0,E1061,Columbus HQ
E1068,Patricia Anderson,HR,HR Coordinator,2021-12-05,Active,57900.0,E1062,Columbus HQ
E1069,Andrew Robinson,HR,HR Specialist,2021-01-07,Active,72500.0,E1063,Columbus HQ
E1070,Steven Smith,HR,HR Coordinator,2020-05-25,Active,95100.0,E1061,Columbus HQ
E1071,Dorothy Anderson,HR,HR Coordinator,2019-07-16,Terminated,70100.0,E1061,Columbus HQ
E1072,Ashley Rodriguez,IT,IT Director,2024-09-01,Active,119400.0,,Columbus HQ
E1073,Donna Torres,IT,IT Manager,2025-01-03,Active,103600.0,E1072,Columbus HQ
E1074,Ashley Lopez,IT,IT Manager,2015-05-13,Active,92300.0,E1073,Columbus HQ
E1075,Ronald Harris,IT,IT Manager,2019-07-09,Active,93200.0,E1072,Columbus HQ
E1076,Matthew Anderson,IT,IT Specialist,2025-02-25,Active,122400.0,E1072,Columbus HQ
E1077,Jessica Gonzalez,IT,IT Specialist,2015-10-05,Active,93400.0,E1073,Columbus HQ
E1078,Ashley Hall,IT,IT Specialist,2019-06-06,Active,122800.0,E1073,Columbus HQ
E1079,Nancy Miller,IT,IT Coordinator,2024-01-10,Active,99500.0,E1075,Columbus HQ
E1080,Melissa Gonzalez,IT,Sr IT Associate,2016-10-23,Active,79600.0,E1072,Columbus HQ
E1081,Kenneth Williams,IT,Sr IT Associate,2020-09-14,Active,69100.0,E1072,Columbus HQ
E1082,Mark Young,IT,IT Analyst,2016-07-12,Active,114700.0,E1075,Columbus HQ
E1083,Barbara Campbell,IT,IT Coordinator,2023-11-09,Active,102000.0,E1075,Columbus HQ
E1084,Sandra Campbell,IT,IT Specialist,2024-05-11,Active,116100.0,E1074,Columbus HQ
E1085,Donald Thomas,IT,IT Coordinator,2022-10-20,Active,85200.0,E1074,Columbus HQ
E1086,Barbara Young,IT,Sr IT Associate,2018-06-26,Active,81800.0,E1072,Columbus HQ
E1087,Kimberly Gonzalez,Manufacturing,Manufacturing Director,2016-04-24,Active,68600.0,,Plant A - Columbus
E1088,George Walker,Manufacturing,Manufacturing Manager,2025-12-16,Active,63500.0,E1087,Plant A - Columbus
E1089,Christopher Anderson,Manufacturing,Manufacturing Manager,2021-12-08,Active,69900.0,E1089,Plant B - Dayton
E1090,Kimberly Thompson,Manufacturing,Manufacturing Manager,2021-12-18,Active,75700.0,E1089,Plant B - Dayton
E1091,Charles Anderson,Manufacturing,Manufacturing Analyst,2016-12-07,Active,77700.0,E1088,Plant A - Columbus
E1092,Karen Campbell,Manufacturing,Manufacturing Specialist,2024-09-20,Active,55600.0,E1089,Plant A - Columbus
E1093,Thomas White,Manufacturing,Manufacturing Specialist,2017-05-01,Active,48100.0,E1089,Plant A - Columbus
E1094,George Rodriguez,Manufacturing,Sr Manufacturing Associate,2025-08-04,Active,83900.0,E1090,Plant B - Dayton
E1095,Donald Perez,Manufacturing,Manufacturing Specialist,2017-01-09,Active,64900.0,E1090,Plant B - Dayton
E1096,Michael Torres,Manufacturing,Sr Manufacturing Associate,2025-11-02,Active,49300.0,E1088,Plant A - Columbus
E1097,Linda Scott,Manufacturing,Manufacturing Coordinator,2021-10-20,Active,52800.0,E1090,Plant B - Dayton
E1098,Nancy Nguyen,Manufacturing,Manufacturing Specialist,2021-05-19,Active,71300.0,E1088,Plant A - Columbus
E1099,Charles Nelson,Manufacturing,Manufacturing Specialist,2016-03-08,Active,45600.0,E1090,Plant B - Dayton
E1100,George Hill,Manufacturing,Manufacturing Coordinator,2022-05-02,Active,75900.0,E1088,Plant A - Columbus
E1101,Charles Green,Manufacturing,Manufacturing Coordinator,2024-11-26,Active,86800.0,E1088,Plant A - Columbus
E1102,Carol Martinez,Manufacturing,Sr Manufacturing Associate,2019-03-03,Active,80000.0,E1087,Plant B - Dayton
E1103,Nancy Hall,Manufacturing,Manufacturing Specialist,2021-05-17,Active,63000.0,E1089,Plant B - Dayton
E1104,Joshua Taylor,Manufacturing,Manufacturing Specialist,2015-02-08,Active,82100.0,E1087,Plant B - Dayton
E1105,Ronald Carter,Manufacturing,Manufacturing Analyst,2017-08-17,Active,86000.0,E1090,Plant B - Dayton
E1106,Jennifer Walker,Manufacturing,Manufacturing Analyst,2020-07-11,Active,47000.0,E1090,Plant B - Dayton
E1107,George Young,Manufacturing,Manufacturing Coordinator,2019-11-13,Active,68400.0,E1089,Plant A - Columbus
E1108,Charles Lee,Manufacturing,Manufacturing Coordinator,2016-07-28,Active,89400.0,E1087,Plant B - Dayton
E1109,Richard King,Manufacturing,Manufacturing Specialist,2020-10-25,Active,63200.0,E1089,Plant A - Columbus
E1110,Emily Rodriguez,Manufacturing,Manufacturing Analyst,2019-08-23,Active,43400.0,E1089,Plant A - Columbus
E1111,Emily Clark,Manufacturing,Manufacturing Specialist,2016-04-27,Active,64100.0,E1090,Plant A - Columbus
E1112,Melissa Jackson,Manufacturing,Manufacturing Coordinator,2023-12-09,Active,61900.0,E1088,Plant B - Dayton
E1113,Ashley Scott,Manufacturing,Manufacturing Analyst,2017-07-07,Active,66400.0,E1089,Plant A - Columbus
E1114,Stephanie Clark,Manufacturing,Sr Manufacturing Associate,2020-09-09,Active,55600.0,E1088,Plant B - Dayton
E1115,Donald Wright,Manufacturing,Manufacturing Coordinator,2022-06-11,Active,68100.0,E1088,Plant B - Dayton
E1116,George Thomas,Manufacturing,Manufacturing Coordinator,2024-07-08,Active,83100.0,E1089,Plant A - Columbus
E1117,Melissa Harris,Manufacturing,Manufacturing Coordinator,2021-11-26,Active,89100.0,E1088,Plant A - Columbus
E1118,Paul Nguyen,Manufacturing,Manufacturing Coordinator,2020-02-28,Active,46800.0,E1088,Plant A - Columbus
E1119,Mark Adams,Manufacturing,Manufacturing Coordinator,2017-02-16,Active,54700.0,E1089,Plant A - Columbus
E1120,Amanda Wright,Manufacturing,Manufacturing Specialist,2021-06-21,Active,78500.0,E1088,Plant A - Columbus
E1121,Kevin Baker,Manufacturing,Manufacturing Specialist,2019-04-24,Active,89000.0,E1088,Plant B - Dayton
E1122,George Martin,Manufacturing,Sr Manufacturing Associate,2015-01-11,Active,56100.0,E1088,Plant B - Dayton
E1123,Jessica King,Manufacturing,Manufacturing Specialist,2021-10-22,Active,50200.0,E1088,Plant B - Dayton
E1124,Dorothy Nguyen,Manufacturing,Manufacturing Specialist,2017-04-15,Active,64100.0,E1089,Plant B - Dayton
E1125,John Jones,Manufacturing,Sr Manufacturing Associate,2022-06-19,Active,88200.0,E1089,Plant B - Dayton
E1126,Richard Harris,Manufacturing,Sr Manufacturing Associate,2022-02-08,Active,59200.0,E1087,Plant B - Dayton
E1127,Brian Sanchez,Manufacturing,Manufacturing Specialist,2019-01-19,Active,79400.0,E1089,Plant B - Dayton
E1128,Stephanie Anderson,Manufacturing,Sr Manufacturing Associate,2024-06-08,Active,72600.0,E1087,Plant A - Columbus
E1129,Kevin Adams,Manufacturing,Manufacturing Analyst,2015-05-26,Active,69800.0,E1089,Plant A - Columbus
E1130,Daniel Mitchell,Manufacturing,Sr Manufacturing Associate,2021-03-07,Active,67900.0,E1088,Plant B - Dayton
E1131,Charles Walker,Manufacturing,Manufacturing Specialist,2019-12-28,Active,47500.0,E1088,Plant A - Columbus
E1132,Amanda Campbell,Manufacturing,Sr Manufacturing Associate,2025-07-28,Active,80600.0,E1090,Plant A - Columbus
E1133,James Taylor,Manufacturing,Sr Manufacturing Associate,2023-02-15,Active,59700.0,E1089,Plant B - Dayton
E1134,Thomas Walker,Manufacturing,Manufacturing Specialist,2015-10-18,Active,71300.0,E1089,Plant B - Dayton
E1135,Carol Clark,Manufacturing,Manufacturing Coordinator,2016-03-02,Active,56600.0,E1087,Plant A - Columbus
E1136,Jessica Wright,Manufacturing,Manufacturing Coordinator,2017-07-15,Active,87600.0,E1090,Plant A - Columbus
E1137,Carol Miller,Manufacturing,Sr Manufacturing Associate,2022-10-14,Active,55400.0,E1090,Plant A - Columbus
E1138,Betty Miller,Manufacturing,Sr Manufacturing Associate,2025-06-18,Active,85300.0,E1090,Plant A - Columbus
E1139,Karen Gonzalez,Manufacturing,Manufacturing Specialist,2016-08-03,Active,72800.0,E1089,Plant A - Columbus
E1140,Jessica Rodriguez,Manufacturing,Manufacturing Analyst,2024-04-03,Active,81800.0,E1088,Plant A - Columbus
E1141,Patricia Hill,Manufacturing,Sr Manufacturing Associate,2015-05-28,Active,89400.0,E1087,Plant A - Columbus
E1142,Brian Johnson,Manufacturing,Sr Manufacturing Associate,2017-01-12,Active,53400.0,E1088,Plant A - Columbus
E1143,William Mitchell,Manufacturing,Sr Manufacturing Associate,2021-09-04,Active,64900.0,E1090,Plant A - Columbus
E1144,Paul Anderson,Manufacturing,Sr Manufacturing Associate,2024-01-24,Active,79600.0,E1087,Plant B - Dayton
E1145,Sarah Walker,Manufacturing,Manufacturing Coordinator,2021-07-22,Active,76200.0,E1087,Plant A - Columbus
E1146,Daniel Hill,Manufacturing,Sr Manufacturing Associate,2017-02-05,Active,72400.0,E1089,Plant B - Dayton
E1147,Ashley Allen,Manufacturing,Manufacturing Specialist,2024-07-04,Active,80100.0,E1090,Plant A - Columbus
E1148,Donald Anderson,Manufacturing,Manufacturing Specialist,2021-06-27,Active,62000.0,E1090,Plant B - Dayton
E1149,Daniel Nelson,Manufacturing,Manufacturing Specialist,2019-06-05,Active,64800.0,E1087,Plant A - Columbus
E1150,Sandra Miller,Manufacturing,Sr Manufacturing Associate,2020-03-18,Active,87900.0,E1090,Plant A - Columbus
E1151,Matthew Nelson,Manufacturing,Sr Manufacturing Associate,2021-12-02,Active,70800.0,E1088,Plant A - Columbus
E1152,Patricia Nelson,Manufacturing,Sr Manufacturing Associate,2022-04-28,Active,82600.0,E1089,Plant A - Columbus
E1153,Kenneth Anderson,Manufacturing,Manufacturing Specialist,2021-09-25,Active,71500.0,E1087,Plant B - Dayton
E1154,George Carter,Manufacturing,Manufacturing Coordinator,2019-06-12,Terminated,83800.0,E1088,Plant A - Columbus
E1155,Deborah Green,Manufacturing,Manufacturing Coordinator,2015-02-24,Active,60100.0,E1088,Plant B - Dayton
E1156,Betty Martin,Manufacturing,Manufacturing Analyst,2020-10-20,Active,44500.0,E1087,Plant A - Columbus
E1157,Brian Ramirez,Manufacturing,Manufacturing Specialist,2022-10-15,Active,52300.0,E1090,Plant B - Dayton
E1158,Amanda Baker,Manufacturing,Manufacturing Specialist,2024-08-17,Active,74000.0,E1090,Plant A - Columbus
E1159,Joshua Brown,Manufacturing,Sr Manufacturing Associate,2015-04-10,Active,78800.0,E1089,Plant B - Dayton
E1160,Linda Smith,Manufacturing,Manufacturing Analyst,2022-12-14,Active,60200.0,E1087,Plant B - Dayton
E1161,Margaret Mitchell,Manufacturing,Sr Manufacturing Associate,2015-07-01,Active,45700.0,E1090,Plant B - Dayton
E1162,Melissa Green,Manufacturing,Manufacturing Analyst,2021-05-04,Active,88400.0,E1089,Plant B - Dayton
E1163,Jennifer Ramirez,Manufacturing,Manufacturing Coordinator,2016-04-14,Active,67200.0,E1089,Plant B - Dayton
E1164,Thomas Perez,Manufacturing,Manufacturing Analyst,2017-02-17,Active,67500.0,E1089,Plant B - Dayton
E1165,Edward Adams,Manufacturing,Manufacturing Analyst,2017-04-04,Active,51500.0,E1088,Plant A - Columbus
E1166,Stephanie Green,Manufacturing,Sr Manufacturing Associate,2022-08-25,Active,69800.0,E1088,Plant B - Dayton
E1167,Donald Jones,Manufacturing,Manufacturing Specialist,2022-08-21,Active,55200.0,E1087,Plant B - Dayton
E1168,Nancy Robinson,Manufacturing,Manufacturing Specialist,2022-01-02,Active,55800.0,E1090,Plant B - Dayton
E1169,Donna Scott,Manufacturing,Manufacturing Coordinator,2015-08-26,Active,51000.0,E1087,Plant A - Columbus
E1170,Donald Miller,Manufacturing,Manufacturing Analyst,2020-12-03,Active,50300.0,E1090,Plant B - Dayton
E1171,Kimberly King,Manufacturing,Sr Manufacturing Associate,2024-03-12,Active,59900.0,E1090,Plant B - Dayton
E1172,Stephanie Perez,Manufacturing,Sr Manufacturing Associate,2025-10-02,Active,79900.0,E1089,Plant A - Columbus
E1173,Robert Scott,Manufacturing,Manufacturing Analyst,2025-07-10,Active,54100.0,E1087,Plant B - Dayton
E1174,Donna Nelson,Manufacturing,Manufacturing Coordinator,2017-06-10,Active,75500.0,E1087,Plant A - Columbus
E1175,Nancy Scott,Manufacturing,Manufacturing Specialist,2021-11-26,Active,48100.0,E1089,Plant B - Dayton
E1176,Maria White,Manufacturing,Manufacturing Analyst,2019-03-07,Active,78800.0,E1088,Plant A - Columbus
E1177,Patricia Jones,Manufacturing,Manufacturing Specialist,2019-02-17,Active,82100.0,E1088,Plant B - Dayton
E1178,Joshua Harris,Manufacturing,Manufacturing Analyst,2017-03-06,Active,79000.0,E1087,Plant B - Dayton
E1179,Mark White,Manufacturing,Sr Manufacturing Associate,2025-12-08,Active,88500.0,E1088,Plant B - Dayton
E1180,Andrew Thomas,Manufacturing,Manufacturing Coordinator,2019-08-27,Active,74600.0,E1089,Plant B - Dayton
E1181,Stephanie Harris,Manufacturing,Manufacturing Analyst,2023-09-14,Active,88400.0,E1089,Plant A - Columbus
E1182,Sarah Adams,Manufacturing,Manufacturing Specialist,2022-06-18,Active,76100.0,E1087,Plant B - Dayton
E1183,Paul Martinez,Manufacturing,Manufacturing Specialist,2021-02-08,Active,84500.0,E1087,Plant B - Dayton
E1184,Margaret Allen,Manufacturing,Manufacturing Specialist,2020-04-13,Active,60000.0,E1087,Plant B - Dayton
E1185,Melissa Adams,Manufacturing,Manufacturing Coordinator,2020-03-05,Active,86000.0,E1090,Plant A - Columbus
E1186,Donald Flores,Manufacturing,Manufacturing Coordinator,2015-02-01,Active,82100.0,E1089,Plant A - Columbus
E1187,Jessica Martin,Manufacturing,Manufacturing Coordinator,2016-01-08,Active,80100.0,E1087,Plant A - Columbus
E1188,Dorothy Hill,Manufacturing,Manufacturing Analyst,2023-01-21,Active,66700.0,E1089,Plant A - Columbus
E1189,Sandra Smith,Manufacturing,Manufacturing Analyst,2024-06-08,Active,69400.0,E1089,Plant A - Columbus
E1190,Michael King,Manufacturing,Manufacturing Specialist,2023-09-26,Active,89400.0,E1090,Plant B - Dayton
E1191,David Green,Manufacturing,Manufacturing Specialist,2021-06-09,Active,59100.0,E1088,Plant B - Dayton
E1192,Edward Nelson,Manufacturing,Sr Manufacturing Associate,2025-02-25,Active,69900.0,E1087,Plant A - Columbus
E1193,Matthew Wright,Manufacturing,Manufacturing Coordinator,2020-11-06,Active,74900.0,E1088,Plant A - Columbus
E1194,Michael Rivera,Manufacturing,Manufacturing Specialist,2022-01-10,Active,80000.0,E1089,Plant B - Dayton
E1195,Paul Sanchez,Manufacturing,Manufacturing Analyst,2023-08-09,Active,43800.0,E1089,Plant B - Dayton
E1196,Stephanie Brown,Manufacturing,Sr Manufacturing Associate,2025-06-09,Active,48000.0,E1090,Plant B - Dayton
E1197,Deborah Lewis,Manufacturing,Sr Manufacturing Associate,2021-06-06,Active,65900.0,E1090,Plant A - Columbus
E1198,Joshua Lopez,Manufacturing,Sr Manufacturing Associate,2023-05-11,Active,46900.0,E1089,Plant B - Dayton
E1199,Donald Hill,Manufacturing,Sr Manufacturing Associate,2021-03-23,Active,63500.0,E1089,Plant B - Dayton
E1200,Kevin Brown,Manufacturing,Manufacturing Analyst,2016-11-21,Active,66600.0,E1088,Plant A - Columbus
E1201,Joshua Baker,Manufacturing,Sr Manufacturing Associate,2022-01-05,Active,79400.0,E1090,Plant B - Dayton
E1202,Joshua Martinez,Manufacturing,Manufacturing Specialist,2025-08-12,Active,59900.0,E1089,Plant A - Columbus
E1203,Margaret Lee,Manufacturing,Manufacturing Specialist,2025-05-08,Active,88100.0,E1090,Plant A - Columbus
E1204,Kimberly Harris,Manufacturing,Manufacturing Coordinator,2023-02-09,Active,79200.0,E1089,Plant A - Columbus
E1205,Richard Davis,Manufacturing,Manufacturing Specialist,2017-02-15,Active,76200.0,E1089,Plant B - Dayton
E1206,Emily Wright,Manufacturing,Manufacturing Analyst,2019-05-28,Active,76100.0,E1088,Plant B - Dayton
E1207,Linda Gonzalez,Manufacturing,Sr Manufacturing Associate,2017-04-26,Active,59300.0,E1088,Plant B - Dayton
E1208,Michael Martin,Manufacturing,Manufacturing Coordinator,2021-12-24,Active,61700.0,E1088,Plant A - Columbus
E1209,Daniel Adams,Manufacturing,Manufacturing Analyst,2016-08-15,Active,58500.0,E1090,Plant A - Columbus
E1210,Paul Brown,Manufacturing,Manufacturing Analyst,2016-09-05,Active,49800.0,E1089,Plant B - Dayton
E1211,Jennifer Taylor,Manufacturing,Manufacturing Specialist,2018-11-18,Active,72000.0,E1088,Plant A - Columbus
E1212,John Nelson,Manufacturing,Manufacturing Specialist,2024-12-20,Active,58200.0,E1087,Plant A - Columbus
E1213,David Adams,Manufacturing,Manufacturing Coordinator,2024-05-21,Active,52100.0,E1090,Plant A - Columbus
E1214,Kevin Wright,Manufacturing,Manufacturing Coordinator,2019-11-10,Active,80600.0,E1090,Plant B - Dayton
E1215,Michael Hall,Manufacturing,Sr Manufacturing Associate,2015-03-15,Active,64300.0,E1089,Plant A - Columbus
E1216,Melissa Lee,Manufacturing,Manufacturing Specialist,2020-07-05,Active,66700.0,E1088,Plant B - Dayton
E1217,Ashley Davis,Manufacturing,Manufacturing Coordinator,2019-08-08,Active,44400.0,E1088,Plant B - Dayton
E1218,John Lee,Manufacturing,Manufacturing Analyst,2024-12-11,Active,51100.0,E1090,Plant B - Dayton
E1219,Dorothy Martin,Manufacturing,Manufacturing Analyst,2022-01-03,Active,66300.0,E1089,Plant A - Columbus
E1220,Sarah Brown,Manufacturing,Manufacturing Coordinator,2019-08-20,Active,73400.0,E1087,Plant B - Dayton
E1221,Robert Ramirez,Manufacturing,Manufacturing Specialist,2017-05-24,Active,61400.0,E1087,Plant B - Dayton
E1222,Kenneth Scott,Manufacturing,Manufacturing Coordinator,2018-06-18,Active,60500.0,E1087,Plant B - Dayton
E1223,William Miller,Manufacturing,Sr Manufacturing Associate,2021-06-26,Active,68800.0,E1088,Plant A - Columbus
E1224,Joshua Allen,Manufacturing,Sr Manufacturing Associate,2021-09-02,Active,48600.0,E1090,Plant B - Dayton
E1225,Paul Rodriguez,Manufacturing,Sr Manufacturing Associate,2020-10-11,Active,89500.0,E1090,Plant B - Dayton
E1226,Melissa Torres,Manufacturing,Manufacturing Specialist,2019-08-27,Terminated,57900.0,E1089,Plant B - Dayton
E1227,Edward Hall,Manufacturing,Manufacturing Analyst,2025-01-20,Active,64800.0,E1090,Plant A - Columbus
E1228,John King,Manufacturing,Manufacturing Coordinator,2025-12-20,Active,79200.0,E1088,Plant A - Columbus
E1229,David Torres,Manufacturing,Manufacturing Coordinator,2016-04-01,Active,62100.0,E1090,Plant A - Columbus
E1230,Paul Roberts,Manufacturing,Manufacturing Specialist,2024-08-28,Active,82700.0,E1088,Plant A - Columbus
E1231,Emily Lee,Manufacturing,Manufacturing Analyst,2025-08-17,Active,60100.0,E1089,Plant B - Dayton
E1232,Andrew Thompson,Manufacturing,Sr Manufacturing Associate,2025-12-22,Active,72900.0,E1088,Plant B - Dayton
E1233,Jessica Moore,Manufacturing,Sr Manufacturing Associate,2023-05-08,Active,87200.0,E1088,Plant B - Dayton
E1234,George Rivera,Manufacturing,Sr Manufacturing Associate,2022-06-16,Active,86800.0,E1087,Plant B - Dayton
E1235,Kenneth Baker,Manufacturing,Manufacturing Analyst,2023-07-13,Active,81300.0,E1087,Plant B - Dayton
E1236,Christopher Rivera,Manufacturing,Manufacturing Analyst,2016-06-15,Active,77900.0,E1089,Plant A - Columbus
E1237,Emily Hall,Manufacturing,Manufacturing Analyst,2019-03-04,Active,70200.0,E1088,Plant A - Columbus
E1238,Kevin Anderson,Manufacturing,Manufacturing Analyst,2015-02-14,Active,64700.0,E1088,Plant A - Columbus
E1239,Steven Walker,Manufacturing,Sr Manufacturing Associate,2025-04-25,Active,88300.0,E1087,Plant B - Dayton
E1240,Stephanie Garcia,Manufacturing,Manufacturing Specialist,2025-10-08,Active,67700.0,E1090,Plant A - Columbus
E1241,Barbara Williams,Manufacturing,Sr Manufacturing Associate,2021-08-06,Active,88200.0,E1087,Plant A - Columbus
E1242,Nancy Torres,Manufacturing,Manufacturing Coordinator,2024-02-11,Active,55700.0,E1090,Plant A - Columbus
E1243,Linda Perez,Manufacturing,Manufacturing Specialist,2017-12-15,Active,76500.0,E1089,Plant B - Dayton
E1244,Ronald Gonzalez,Manufacturing,Manufacturing Coordinator,2017-10-28,Active,61500.0,E1087,Plant B - Dayton
